City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
81,Viru,PE,67.3,scattered clouds,-8.4167,-78.75,AYAR PORTENTOS DE MONTAÑA
82,Coos Bay,US,48.18,scattered clouds,43.3665,-124.2179,Best Western Holiday Hotel
84,Salalah,OM,71.71,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
85,Miandrivazo,MG,75.38,light rain,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
86,Kavieng,PG,80.92,light rain,-2.5744,150.7967,Nusa Island Retreat
87,Muros,ES,56.08,clear sky,42.7762,-9.0603,Apartment Av. Castelao
88,Kharan,PK,63.14,clear sky,28.5833,65.4167,Dil Aram Bangla
90,New Norfolk,AU,58.66,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
91,Carnarvon,AU,80.67,few clouds,-24.8667,113.6333,Hospitality Carnarvon
93,Portalegre,PT,58.37,few clouds,39.2938,-7.4312,Rossio Hotel
94,Coquimbo,CL,69.53,clear sky,-29.9533,-71.3436,Hostel Del Puerto
95,Tinguindin,MX,65.14,few clouds,19.75,-102.4833,Hotel Meson de La Calle Real
98,Muli,MV,81.97,few clouds,2.9167,73.5667,Medhufushi Island Resort
99,Yining,CN,38.68,broken clouds,29.0361,114.5636,Xiushui Hotel
102,Pemberton,CA,38.89,overcast clouds,50.3164,-122.8027,Pemberton Valley Lodge
103,Arraial Do Cabo,BR,89.56,thunderstorm,-22.9661,-42.0278,Pousada Porto Praia
104,Storforshei,NO,35.65,overcast clouds,66.4043,14.5233,Anne Berit Sætermo
106,Pacific Grove,US,58.8,clear sky,36.6177,-121.9166,Lovers Point Inn
107,Matamoros,MX,45.1,clear sky,25.5333,-103.25,Quinta Belem
112,Victoria,HK,61.25,overcast clouds,22.2855,114.1577,Mini Hotel Central
113,Sterling,US,33.66,scattered clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
114,Biak,ID,75.9,overcast clouds,-0.9131,122.8766,Penginapan Kim
116,Sarakhs,IR,55.54,sand,36.5449,61.1577,مهمان سرای شرکت گاز
117,Rajshahi,BD,57.49,clear sky,24.3667,88.6,Anjum Hotel International
120,Georgetown,MY,80.89,few clouds,5.4112,100.3354,Cititel Penang
121,Tateyama,JP,33.82,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
122,Ocumare Del Tuy,VE,87.6,clear sky,10.1165,-66.7761,HOSTAL EDDYS
124,San Patricio,US,46.49,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
126,Faya,SA,57.31,clear sky,18.3851,42.4509,املاك خالد الشعشوع
127,Arrecife,ES,69.87,clear sky,28.963,-13.5477,Hotel Lancelot
128,Quatre Cocos,MU,80.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
129,The Valley,AI,82.26,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
130,Bambous Virieux,MU,80.22,light intensity shower rain,-20.3428,57.7575,Casa Tia Villa
132,Ojinaga,MX,44.56,clear sky,29.5667,-104.4167,Suites Las Palmas
133,Kohlu,PK,50.31,clear sky,29.8962,69.252,B &R Rest House
135,Ocosingo,MX,51.64,overcast clouds,17.0667,-92.25,Chabek lumil
136,Tautira,PF,78.82,scattered clouds,-17.7333,-149.15,Pension Oaoa
139,Pundaguitan,PH,80.13,scattered clouds,6.3711,126.1689,Leonardo Family Beach House 1
140,Mahebourg,MU,80.26,light intensity shower rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
141,Bryan,US,42.66,clear sky,30.6744,-96.37,Best Western Premier Bryan College Station
142,Olavarria,AR,66.02,overcast clouds,-36.8927,-60.3225,Hotel Santa Rosa
146,Santa Rosa,PH,79.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
152,Banjar,ID,82.26,broken clouds,-8.19,114.9675,The Hamsa Resort
154,Rosarito,MX,65.37,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
155,Ranau,MY,72.25,overcast clouds,5.9538,116.6641,The Second Room
156,Comodoro Rivadavia,AR,73.26,clear sky,-45.8667,-67.5,Austral Hotel
157,Colesberg,ZA,76.42,scattered clouds,-30.72,25.0972,Bhelekazi Guesthouse
158,Ituiutaba,BR,84.69,overcast clouds,-18.9689,-49.465,Bernal Hotel
159,Sibolga,ID,75.74,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
160,Doha,QA,66.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
161,Lorengau,PG,80.35,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
163,Scarborough,GB,48.52,light rain,54.2797,-0.4044,The Grand Hotel Scarborough
164,Caravelas,BR,81.55,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
165,Port Macquarie,AU,62.56,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
167,Lompoc,US,66.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
172,Juneau,US,39.85,snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
174,Bacalar,MX,82.51,scattered clouds,18.6667,-88.3833,Hotel Laguna Bacalar
175,Sharjah,AE,75.25,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
176,Alamosa,US,31.66,clear sky,37.4695,-105.87,Best Western Alamosa Inn
177,Kinkala,CG,84.51,broken clouds,-4.3614,14.7644,Hotel la Pepeche Kinkala
178,Port Moresby,PG,74.62,clear sky,-9.4431,147.1797,Lamana Hotel (Port Moresby)
180,Kralendijk,BQ,73.38,heavy intensity drizzle,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
181,Banda Aceh,ID,79.45,moderate rain,5.5577,95.3222,Sulthan Hotel International
183,Dano,BF,88.97,few clouds,11.15,-3.0667,Auberge Phenix32-Dano
185,Sao Joao Da Barra,BR,87.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
186,Metro,ID,74.64,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
188,Bosaso,SO,75.15,overcast clouds,11.2842,49.1816,Red Sea Hotel
189,Vaitape,PF,80.89,few clouds,-16.5167,-151.75,Conrad Bora Bora Nui
191,Karpathos,GR,58.96,scattered clouds,35.507,27.2132,Alex
192,Piacabucu,BR,84.43,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
