City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tres Arroyos,AR,-38.3739,-60.2798,64.67,61,100,19.39,moderate rain
347,Port-Gentil,GA,-0.7193,8.7815,80.24,75,9,10.42,clear sky
348,Awbari,LY,26.5921,12.7805,58.26,25,1,9.55,clear sky
349,Taybad,IR,34.74,60.7756,47.05,73,86,16.62,overcast clouds
350,Kununurra,AU,-15.7667,128.7333,78.78,94,100,0.0,overcast clouds
351,Kyren,RU,51.6828,102.1408,10.42,80,97,2.37,overcast clouds
352,Abu Kamal,SY,34.4506,40.9171,52.7,54,7,7.96,clear sky
353,Nador,MA,35.174,-2.9287,64.47,77,0,6.91,clear sky
354,Rawson,AR,-43.3002,-65.1023,63.0,44,0,11.7,clear sky
355,Scottsbluff,US,41.8666,-103.6672,44.29,37,0,18.99,clear sky
356,Gushikawa,JP,26.3544,127.8686,58.23,58,100,10.36,overcast clouds
357,Nouadhibou,MR,20.931,-17.0347,71.58,68,0,16.11,clear sky
358,Buraydah,SA,26.326,43.975,55.85,31,0,9.13,clear sky
359,Banjarmasin,ID,-3.3244,114.591,75.34,94,96,1.59,heavy intensity rain
360,Tuktoyaktuk,CA,69.4541,-133.0374,-32.8,68,20,9.22,few clouds
361,Verkhnevilyuysk,RU,63.4453,120.3167,-19.32,100,96,2.44,overcast clouds
362,Nanortalik,GL,60.1432,-45.2371,12.96,60,19,21.18,few clouds
363,Jiaojiang,CN,28.6803,121.4428,42.01,78,39,7.27,scattered clouds
364,Urambo,TZ,-5.0667,32.05,66.9,92,99,3.44,light rain
365,Bozeman,US,45.6796,-111.0386,38.62,53,100,3.0,overcast clouds
366,Villarrica,PY,-25.75,-56.4333,71.96,97,100,1.45,overcast clouds
367,Jardim,BR,-21.4803,-56.1381,90.34,48,68,4.88,moderate rain
368,Smithers,CA,54.7804,-127.1743,34.12,80,75,2.3,broken clouds
369,Moose Factory,CA,51.2585,-80.6094,-0.4,55,0,16.11,clear sky
370,Qostanay,KZ,53.1667,63.5833,15.82,87,100,6.78,overcast clouds
371,Iqaluit,CA,63.7506,-68.5145,-24.07,62,75,0.0,broken clouds
372,Port Blair,IN,11.6667,92.75,80.64,78,20,4.61,mist
373,Mangai,CD,-4.05,19.5333,75.74,78,85,2.86,light rain
374,Cidreira,BR,-30.1811,-50.2056,86.92,58,91,9.22,moderate rain
375,Shabqadar,PK,34.2139,71.5552,55.62,30,100,2.62,overcast clouds
376,Aswan,EG,24.0934,32.907,57.4,39,0,11.41,clear sky
377,Zatoka,UA,46.0725,30.4654,36.14,66,85,9.08,overcast clouds
378,Padang,ID,-0.9492,100.3543,74.57,94,100,1.43,moderate rain
379,Tigil,RU,57.8,158.6667,5.13,83,67,6.42,broken clouds
380,Pathein,MM,16.7833,94.7333,71.92,92,8,6.04,clear sky
381,Benghazi,LY,32.1167,20.0667,58.98,66,13,13.27,few clouds
382,Matara,LK,5.9485,80.5353,75.51,81,7,9.6,clear sky
383,Morgan City,US,29.6994,-91.2068,43.03,56,0,16.11,clear sky
384,Karasuk,RU,53.7377,78.0403,9.79,83,85,10.78,overcast clouds
385,Kerman,IR,30.2832,57.0788,53.46,50,40,18.41,scattered clouds
386,Rocha,UY,-34.4833,-54.3333,76.57,66,73,13.22,broken clouds
387,Half Moon Bay,US,37.4636,-122.4286,57.31,74,0,0.0,haze
388,Morro Bay,US,35.3658,-120.8499,65.21,34,47,6.91,scattered clouds
389,Georgiyevka,KZ,43.0369,74.7114,26.64,63,0,8.95,clear sky
390,Mackay,AU,-21.15,149.2,73.69,83,75,12.66,broken clouds
391,Aleksandrovskoye,RU,44.7142,43.0008,26.74,81,33,12.91,scattered clouds
392,Bandarbeyla,SO,9.4942,50.8122,75.99,67,32,10.07,scattered clouds
393,Swan River,CA,52.1058,-101.2676,-5.91,84,100,10.36,overcast clouds
394,Daru,PG,-9.0763,143.2092,77.38,93,100,8.75,overcast clouds
395,Kolpashevo,RU,58.3131,82.9089,17.94,93,100,5.73,overcast clouds
396,Deder,ET,9.3167,41.45,58.15,17,10,6.93,clear sky
397,Atbasar,KZ,51.8,68.3333,10.04,83,100,9.04,overcast clouds
398,Jijiga,ET,9.35,42.8,65.19,16,76,9.6,broken clouds
399,Totness,SR,5.8833,-56.3167,80.17,78,75,10.89,broken clouds
400,Palmer,US,42.1584,-72.3287,25.29,59,40,3.0,scattered clouds
401,Grindavik,IS,63.8424,-22.4338,28.87,80,75,8.05,broken clouds
402,Barabai,ID,-2.5833,115.3833,74.5,96,80,1.74,broken clouds
403,Sailana,IN,23.4667,74.9167,60.75,24,0,2.35,clear sky
404,Port Hedland,AU,-20.3167,118.5667,86.05,74,74,8.05,broken clouds
405,Edgewater,US,28.9889,-80.9023,61.18,88,75,17.27,broken clouds
406,Alyangula,AU,-13.8483,136.4192,78.67,100,40,0.0,scattered clouds
407,Simao,CN,22.7886,100.9748,49.32,99,40,3.42,scattered clouds
408,Carutapera,BR,-1.195,-46.02,80.37,86,100,7.4,overcast clouds
409,Fortuna,US,40.5982,-124.1573,49.93,89,0,3.0,clear sky
410,Channel-Port Aux Basques,CA,47.5702,-59.1367,28.38,91,100,8.66,light snow
411,Garhi Khairo,PK,28.0606,67.9803,61.3,29,0,7.7,clear sky
412,Dandong,CN,40.1292,124.3947,10.44,85,4,2.53,clear sky
413,Harrison,US,30.4091,-89.0436,46.42,46,0,12.66,clear sky
414,Maldonado,UY,-34.6667,-54.9167,78.19,75,54,15.7,broken clouds
415,Acajutla,SV,13.5928,-89.8275,87.8,45,0,5.93,clear sky
416,Cuamba,MZ,-14.8031,36.5372,69.71,95,72,3.8,light rain
417,Urucui,BR,-7.2294,-44.5561,87.67,59,64,5.97,broken clouds
418,Aksu,CN,41.1231,80.2644,25.34,50,71,3.98,broken clouds
419,Gwanda,ZW,-20.9333,29.0,71.82,60,80,6.69,broken clouds
420,Salas,ES,43.4118,-6.2602,47.77,88,48,2.39,scattered clouds
421,Chiredzi,ZW,-21.05,31.6667,78.35,53,37,13.31,scattered clouds
422,Kapit,MY,2.0167,112.9333,73.27,100,87,1.23,overcast clouds
423,Camacha,PT,33.0833,-16.3333,65.53,77,20,20.71,few clouds
424,Orocue,CO,4.7912,-71.3354,94.91,32,82,9.33,broken clouds
425,Banyuwangi,ID,-8.2325,114.3576,76.24,91,99,1.68,overcast clouds
426,Radeberg,DE,51.1167,13.9167,41.63,71,0,11.5,clear sky
427,Skelleftea,SE,64.7507,20.9528,24.01,66,0,1.01,clear sky
428,Skibbereen,IE,51.55,-9.2667,51.12,83,100,31.5,light rain
429,Acarau,BR,-2.8856,-40.12,84.11,68,86,16.04,overcast clouds
430,Fuente De Oro,CO,3.4594,-73.6128,90.82,37,81,6.13,broken clouds
431,Touros,BR,-5.1989,-35.4608,88.7,54,18,13.49,few clouds
432,Lewisporte,CA,49.2499,-55.0482,26.31,96,100,11.59,snow
433,Cairns,AU,-16.9167,145.7667,76.95,94,75,5.75,broken clouds
434,Kaili,ID,-3.4626,120.2147,68.65,93,94,2.57,overcast clouds
435,Sladkovicovo,SK,48.2014,17.6385,42.26,64,17,8.19,few clouds
436,Ostersund,SE,63.1792,14.6357,25.25,63,73,12.66,broken clouds
437,Syamzha,RU,60.0158,41.0614,2.12,98,54,4.03,broken clouds
438,Dubbo,AU,-32.25,148.6167,59.13,77,100,9.22,overcast clouds
439,Eydhafushi,MV,5.1033,73.0708,81.68,68,12,10.22,few clouds
440,La Maddalena,IT,41.2142,9.4083,53.65,76,100,17.02,overcast clouds
441,Magaria,NE,12.9983,8.9099,71.56,13,9,10.29,clear sky
442,Pimentel,PE,-6.8367,-79.9342,79.09,61,0,6.91,clear sky
443,Gonbad-E Qabus,IR,37.25,55.1672,45.55,93,100,11.5,overcast clouds
444,Nueva Loja,EC,0.0847,-76.8828,80.62,78,75,3.44,broken clouds
445,Akdepe,TM,42.0551,59.3788,44.69,84,100,11.5,overcast clouds
446,Lagoa Santa,BR,-19.6272,-43.8897,84.42,78,75,3.44,very heavy rain
447,Pisco,PE,-13.7,-76.2167,71.02,78,38,9.22,mist
448,Braganca,BR,-1.0536,-46.7656,80.31,80,100,4.97,overcast clouds
449,Pangnirtung,CA,66.1451,-65.7125,-23.8,69,75,3.44,broken clouds
450,Svetlaya,RU,46.5389,138.3297,6.26,74,94,10.94,overcast clouds
451,Haapiti,PF,-17.5667,-149.8667,78.53,70,4,17.65,clear sky
452,Mercedes,AR,-34.6515,-59.4307,71.19,64,94,12.64,overcast clouds
453,Pojuca,BR,-12.4231,-38.326,85.41,43,100,9.06,overcast clouds
454,Avera,US,33.194,-82.5271,49.91,43,20,7.85,few clouds
455,Devonport,AU,-41.1667,146.35,60.01,81,84,7.16,broken clouds
456,Kawardha,IN,22.0167,81.25,58.23,27,4,4.54,clear sky
457,Yumen,CN,40.2833,97.2,15.39,37,100,13.29,overcast clouds
458,Betare Oya,CM,5.6,14.0833,79.41,18,76,4.59,broken clouds
459,Gonen,TR,40.1049,27.654,38.07,77,1,1.34,clear sky
460,Kaisiadorys,LT,54.8667,24.45,35.49,97,100,14.29,overcast clouds
461,Belmonte,BR,-15.8631,-38.8828,81.1,67,83,9.17,broken clouds
462,Namatanai,PG,-3.6667,152.4333,79.74,81,82,7.67,broken clouds
463,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.39,66,100,12.66,overcast clouds
464,Atenco,MX,19.8858,-97.9258,52.59,74,92,4.83,overcast clouds
465,Brae,GB,60.3964,-1.353,39.11,63,95,36.71,overcast clouds
466,Alice Springs,AU,-23.7,133.8833,58.55,94,0,0.0,clear sky
467,Trelew,AR,-43.249,-65.3051,68.2,33,0,12.84,clear sky
468,Angoche,MZ,-16.2325,39.9086,79.7,78,85,11.41,overcast clouds
469,Lasa,IT,46.6166,10.7002,40.62,75,12,4.88,few clouds
470,Bridlington,GB,54.0831,-0.1919,48.38,80,100,31.63,overcast clouds
471,Burnie,AU,-41.0667,145.9167,59.94,94,97,10.69,overcast clouds
472,Shelburne,CA,44.0787,-80.2041,14.67,75,29,5.88,scattered clouds
473,Hernani,ES,43.2662,-1.9762,48.61,67,6,1.99,clear sky
474,Manaus,BR,-3.1019,-60.025,86.49,70,40,5.75,scattered clouds
475,Vila Do Maio,CV,15.1333,-23.2167,83.19,79,0,12.48,clear sky
476,Wilmington,US,34.2257,-77.9447,48.85,47,0,20.71,clear sky
477,Kamenka,RU,51.3223,42.7678,3.85,98,85,7.74,overcast clouds
478,Flin Flon,CA,54.7682,-101.865,-13.16,70,75,5.75,broken clouds
479,Shimoda,JP,34.6667,138.95,34.11,63,3,21.43,clear sky
480,Belaya Gora,RU,68.5333,146.4167,-39.89,100,93,1.39,overcast clouds
481,Beyneu,KZ,45.3167,55.2,34.65,97,100,19.77,overcast clouds
482,Puerto El Triunfo,SV,13.2833,-88.55,94.06,42,0,6.62,clear sky
483,Jackson,US,42.4165,-122.8345,31.15,86,0,0.0,clear sky
484,Villa Bruzual,VE,9.3328,-69.1208,95.36,28,1,5.86,clear sky
485,Prince Rupert,CA,54.3161,-130.3201,42.89,70,75,12.66,broken clouds
486,Acapulco,MX,16.8634,-99.8901,82.22,65,0,6.91,clear sky
487,Buluang,PH,13.3068,123.3425,71.06,94,68,4.52,broken clouds
488,Kiunga,PG,-6.1219,141.2906,72.1,100,100,3.02,light rain
489,Great Yarmouth,GB,52.6083,1.7305,49.41,78,100,27.27,overcast clouds
490,Gainesville,US,29.6516,-82.3248,58.68,66,0,1.01,clear sky
491,Ruteng,ID,-8.6136,120.4721,62.8,91,92,1.66,overcast clouds
492,Yeniseysk,RU,58.4497,92.1703,20.35,92,100,8.48,overcast clouds
493,Ixtapa,MX,20.7,-105.2,74.43,64,75,3.44,broken clouds
494,Lloydminster,CA,53.2835,-110.0016,3.42,78,100,5.75,overcast clouds
495,Cananea,MX,30.95,-110.3,38.75,23,0,5.06,clear sky
496,San Bernardo,CL,-33.6,-70.7167,88.18,19,0,8.23,clear sky
497,San Quintin,MX,30.4833,-115.95,62.01,23,0,3.38,clear sky
498,Mikhaylovka,RU,50.06,43.2379,10.04,94,89,8.41,overcast clouds
499,Natal,BR,-5.795,-35.2094,88.45,58,20,14.97,few clouds
500,Itamaraju,BR,-17.0392,-39.5311,85.21,56,70,9.24,broken clouds
501,Coihaique,CL,-45.5752,-72.0662,70.41,43,75,8.05,broken clouds
502,Labuhan,ID,-6.8844,112.2051,78.51,88,100,7.09,overcast clouds
503,Quzhou,CN,28.9594,118.8686,37.56,82,41,8.32,scattered clouds
504,Naze,JP,28.3667,129.4833,50.56,66,78,17.45,broken clouds
505,Onokhoy,RU,51.932,108.0747,-4.25,97,98,3.78,overcast clouds
506,Bogorodskoye,RU,56.55,37.8833,5.22,99,75,5.17,broken clouds
507,Puqi,CN,29.7167,113.8833,40.26,79,53,5.19,broken clouds
508,Haines Junction,CA,60.7522,-137.5108,4.95,85,100,4.61,overcast clouds
509,Mitchell,US,43.7094,-98.0298,36.1,46,0,5.99,clear sky
510,Keti Bandar,PK,24.1447,67.4497,70.99,63,0,9.24,clear sky
511,Kapaa,US,22.0752,-159.319,64.72,78,40,1.01,scattered clouds
512,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,78.96,80,94,9.48,light rain
513,Manjacaze,MZ,-24.7117,33.8828,73.78,85,23,9.4,light rain
514,Chara,RU,56.9064,118.2631,-17.46,81,64,1.48,broken clouds
515,Labuan,MY,5.2767,115.2417,80.96,78,20,1.99,light rain
516,Vestmannaeyjar,IS,63.4427,-20.2734,31.19,40,0,6.91,clear sky
517,Tucuman,AR,-26.8241,-65.2226,82.4,57,40,5.75,scattered clouds
518,Chumikan,RU,54.7183,135.315,-2.15,77,100,13.04,overcast clouds
519,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.24,32,20,3.44,few clouds
520,La Roda,ES,39.2167,-2.15,53.33,68,96,6.51,overcast clouds
521,Roebourne,AU,-20.7833,117.1333,84.4,74,59,6.51,broken clouds
522,Butaritari,KI,3.0707,172.7902,82.38,69,14,18.14,few clouds
523,Nelson Bay,AU,-32.7167,152.15,71.01,67,98,3.0,overcast clouds
524,Iranshahr,IR,27.2025,60.6848,66.54,26,0,4.61,clear sky
525,Izhma,RU,65.0083,53.9113,-9.56,100,32,3.47,scattered clouds
526,Misratah,LY,32.3754,15.0925,62.26,55,54,7.43,broken clouds
527,Pocone,BR,-16.2567,-56.6228,90.46,57,70,3.83,broken clouds
528,Genc,TR,38.7507,40.5603,12.67,78,3,5.17,clear sky
529,Hambantota,LK,6.1241,81.1185,76.17,78,4,16.93,clear sky
530,Latung,PH,5.5,120.8833,81.55,75,97,7.83,overcast clouds
531,Sao Borja,BR,-28.6606,-56.0044,95.22,26,93,11.34,overcast clouds
532,Sorland,NO,67.667,12.6934,38.3,78,92,27.38,overcast clouds
533,Macas,EC,-2.3167,-78.1167,82.15,54,20,3.44,few clouds
534,Gorlev,DK,55.5393,11.2271,40.44,93,100,25.64,overcast clouds
535,Vizovice,CZ,49.2229,17.8545,39.69,74,87,5.37,overcast clouds
536,Baykit,RU,61.67,96.37,13.82,97,100,4.41,overcast clouds
537,Beloha,MG,-25.1667,45.05,75.94,84,100,19.01,overcast clouds
538,Pedernales,DO,18.0384,-71.744,79.36,64,16,7.07,few clouds
539,Batangafo,CF,7.3008,18.2833,80.69,16,98,4.03,overcast clouds
540,Portland,US,45.5234,-122.6762,46.63,94,75,1.01,broken clouds
541,Williams Lake,CA,52.1415,-122.1445,40.57,78,75,1.01,broken clouds
542,Saint Joseph,US,39.7686,-94.8466,37.9,55,0,14.97,clear sky
543,Marzuq,YE,14.4,46.4667,68.43,41,18,6.08,few clouds
544,Boa Vista,BR,2.8197,-60.6733,89.58,45,75,13.8,broken clouds
545,Lenoir City,US,35.7973,-84.256,35.4,51,21,1.99,few clouds
546,Buchanan,LR,5.8808,-10.0467,87.76,72,33,10.56,scattered clouds
547,Esmeralda,CU,21.8525,-78.1169,85.24,35,0,12.1,clear sky
548,Houma,US,29.5958,-90.7195,44.01,57,0,17.27,clear sky
549,Manadhoo,MV,5.7667,73.3833,81.18,70,44,11.03,scattered clouds
550,Lamar,US,33.6668,-95.5836,38.98,74,5,5.35,clear sky
551,Yaan,NG,7.3833,8.5667,87.87,12,1,5.66,clear sky
552,Tiassale,CI,5.8983,-4.8283,89.98,45,14,7.38,few clouds
553,Boden,SE,65.8252,21.6886,24.8,93,11,6.64,few clouds
554,Mouila,GA,-1.8685,11.0559,75.74,90,39,4.43,moderate rain
555,Bandar,ID,2.05,99.75,73.17,96,100,2.62,overcast clouds
556,Manavgat,TR,36.7867,31.4431,46.81,53,4,3.18,clear sky
557,Bataipora,BR,-22.2953,-53.2711,84.22,70,95,10.65,light rain
558,Bereda,ES,43.2686,-7.5406,52.0,80,5,4.97,clear sky
559,Lerik,AZ,38.7726,48.4128,29.12,82,100,4.29,light snow
560,Anderson,US,34.5334,-82.6499,45.23,46,0,1.99,clear sky
561,Roma,US,43.2128,-75.4557,18.86,69,0,14.97,clear sky
562,Nata,PA,8.3333,-80.5167,89.47,36,41,18.19,scattered clouds
563,Cap-Aux-Meules,CA,47.3821,-61.8597,24.85,93,100,23.02,overcast clouds
564,Bethel,US,41.3712,-73.414,27.48,70,75,3.0,broken clouds
565,Terrace Bay,CA,48.7834,-87.1,2.82,84,100,8.16,overcast clouds
566,Olinda,BR,-8.0089,-34.8553,87.53,51,40,9.22,scattered clouds
567,Beauceville,CA,46.2179,-70.7787,10.06,61,100,4.61,overcast clouds
568,Erbaa,TR,40.6689,36.5675,38.19,86,74,3.06,broken clouds
569,Sorong,ID,-0.8833,131.25,80.94,82,100,14.41,overcast clouds
570,Zabid,YE,14.1951,43.3152,77.04,78,63,16.2,broken clouds
571,Kidal,ML,18.4411,1.4078,71.31,10,0,11.05,clear sky
572,Luderitz,NA,-26.6481,15.1594,68.97,73,13,4.18,few clouds
573,Livingston,GB,55.9029,-3.5226,42.93,88,75,17.27,moderate rain
574,Talavera De La Reina,ES,39.9635,-4.8308,50.72,59,26,5.66,scattered clouds
575,Havelock,US,34.8791,-76.9013,46.98,63,40,10.0,scattered clouds
576,Gat,IL,31.61,34.7642,54.28,100,81,7.29,broken clouds
577,Iringa,TZ,-7.7667,35.7,57.88,92,99,2.57,overcast clouds
578,Shahgarh,IN,24.3167,79.1333,55.44,44,0,3.06,clear sky
579,Utevka,RU,52.9035,50.9495,27.5,98,100,3.0,overcast clouds
580,Bambanglipuro,ID,-7.95,110.2833,62.6,86,93,5.73,overcast clouds
581,Lewistown,US,40.5992,-77.5714,26.26,83,20,0.0,few clouds
582,Parrita,CR,9.5201,-84.3225,99.25,52,22,8.79,few clouds
583,Zhanaozen,KZ,43.3,52.8,32.05,75,100,22.53,overcast clouds
584,Sabang,ID,5.8933,95.3214,80.96,77,85,10.87,overcast clouds
585,Burns Lake,CA,54.2331,-125.7533,22.42,92,100,4.65,overcast clouds
586,Necochea,AR,-38.5473,-58.7368,65.03,72,100,22.64,overcast clouds
587,Darnah,LY,32.767,22.6367,58.48,65,0,7.09,clear sky
588,Bonavista,CA,48.6499,-53.1147,35.11,98,100,5.48,snow
589,Saldus,LV,56.6636,22.4881,34.54,88,96,11.21,overcast clouds
590,Kindu,CD,-2.95,25.95,71.33,91,100,3.13,light rain
591,Kijang,KR,35.2442,129.2139,28.13,53,71,17.65,broken clouds
592,Lubango,AO,-14.9172,13.4925,63.36,49,96,8.28,overcast clouds
593,Inirida,CO,3.8653,-67.9239,84.78,66,61,4.36,light rain
594,Khandyga,RU,62.6667,135.6,-43.33,100,90,1.92,overcast clouds
595,Arlit,NE,18.7369,7.3853,70.59,10,0,9.13,clear sky
596,Yar-Sale,RU,66.8333,70.8333,-7.98,100,72,3.27,broken clouds
597,Mityana,UG,0.4175,32.0228,69.39,89,100,3.04,light rain
598,Melfort,CA,52.8667,-104.6177,-5.67,71,100,8.05,overcast clouds
599,Kirkuk,IQ,35.4681,44.3922,46.13,81,42,9.06,scattered clouds
600,Las Palmas,ES,28.4204,-14.0131,66.99,60,0,8.05,clear sky
601,Henties Bay,NA,-22.116,14.2845,69.85,76,9,8.05,clear sky
602,Pozoblanco,ES,38.3791,-4.8483,57.78,70,65,2.51,broken clouds
603,Sistranda,NO,63.7256,8.834,35.56,75,83,13.2,broken clouds
604,Praya,CV,14.9215,-23.5087,82.94,32,0,20.71,clear sky
605,Pueblo,US,38.2545,-104.6091,55.96,44,0,5.99,clear sky
606,Adamovka,RU,51.5223,59.9396,17.8,93,100,8.57,overcast clouds
607,Sol-Iletsk,RU,51.1631,54.9918,21.06,94,100,7.76,light snow
608,Mosquera,CO,4.7059,-74.2302,62.69,67,75,11.5,broken clouds
609,Bagdarin,RU,54.4333,113.6,-13.54,97,8,3.98,clear sky
610,Susanville,US,40.4163,-120.653,39.09,60,0,0.0,clear sky
611,Monrovia,LR,6.3005,-10.7969,87.57,74,17,11.27,few clouds
612,Kodinar,IN,20.7903,70.7031,65.05,69,5,7.74,clear sky
613,Chudniv,UA,50.052,28.1175,31.14,86,99,13.38,overcast clouds
614,Mecca,SA,21.4267,39.8261,64.72,37,3,12.35,clear sky
615,Fayetteville,US,35.0527,-78.8784,45.59,36,0,7.0,clear sky
616,Giddarbaha,IN,30.2,74.6667,49.89,80,12,6.69,few clouds
617,Axim,GH,4.8699,-2.2405,81.84,75,41,10.02,scattered clouds
618,Morondava,MG,-20.2833,44.2833,78.39,80,98,15.1,overcast clouds
619,Karratha,AU,-20.7377,116.8463,84.69,72,66,6.8,broken clouds
620,Antanifotsy,MG,-19.65,47.3167,61.74,94,100,22.06,light rain
621,Mafeteng,LS,-29.823,27.2374,66.15,54,87,4.14,overcast clouds
622,Ilhabela,BR,-23.7781,-45.3581,85.1,67,100,1.34,overcast clouds
623,Phan Thiet,VN,10.9333,108.1,72.88,72,93,9.37,overcast clouds
624,Kushima,JP,31.4583,131.2333,38.12,76,10,7.63,clear sky
625,Berezovyy,RU,51.6667,135.7,3.85,98,100,2.3,overcast clouds
626,Severo-Kurilsk,RU,50.6789,156.125,28.35,84,100,11.23,light snow
627,Manaure,CO,11.7751,-72.4445,84.31,63,15,15.99,few clouds
628,Gemena,CD,3.25,19.7667,79.41,27,100,3.44,overcast clouds
629,Rafai,CF,4.95,23.9167,77.47,25,98,2.84,overcast clouds
630,Kabare,CD,-2.4683,28.8242,60.89,95,98,2.71,overcast clouds
631,Chulym,RU,55.0997,80.9572,7.18,88,99,7.14,overcast clouds
632,Vernon,CA,50.2581,-119.2691,35.62,86,84,2.3,broken clouds
633,Nipawin,CA,53.3668,-104.0009,-7.56,77,40,8.05,scattered clouds
634,Bajil,YE,15.0584,43.2851,77.07,73,42,16.51,scattered clouds
635,Orsha,BY,54.5153,30.4053,31.82,98,100,11.77,light snow
636,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,62,0,8.95,clear sky
637,Baoshan,CN,46.5586,131.4244,-4.58,86,81,7.16,broken clouds
638,Yinchuan,CN,38.4681,106.2731,19.96,29,96,7.78,overcast clouds
639,Ukwa,IN,21.9667,80.4667,55.56,29,2,1.86,clear sky
640,Grootfontein,NA,-19.5667,18.1167,71.17,68,54,5.75,broken clouds
641,Beian,NO,63.6559,9.5683,35.69,64,40,12.66,scattered clouds
642,Safaga,EG,26.7292,33.9365,62.55,52,1,17.58,clear sky
643,Payakumbuh,ID,-0.2202,100.6308,69.35,99,100,1.63,overcast clouds
644,Hamilton,US,39.1834,-84.5333,24.98,74,40,1.01,scattered clouds
645,Kulhudhuffushi,MV,6.6221,73.07,80.55,71,57,12.33,broken clouds
646,Calamar,CO,10.2511,-74.9146,87.75,30,17,6.24,few clouds
647,Yalutorovsk,RU,56.6536,66.3006,15.31,85,100,7.4,overcast clouds
648,Trinidad,BO,-14.8333,-64.9,85.98,70,75,10.36,broken clouds
649,Alexandria,EG,31.2156,29.9553,58.96,72,40,11.5,scattered clouds
650,Whitehorse,CA,60.7161,-135.0538,10.81,84,75,8.01,broken clouds
651,Pitimbu,BR,-7.4706,-34.8086,86.59,60,14,10.16,few clouds
652,Nieuw Amsterdam,SR,5.8833,-55.0833,82.56,91,40,4.61,scattered clouds
653,Sioux Lookout,CA,50.1001,-91.917,3.58,78,100,11.5,overcast clouds
654,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.49,50,65,3.22,broken clouds
655,Mazatlan,MX,23.2167,-106.4167,71.91,60,40,5.01,scattered clouds
656,Baghdad,IQ,33.3406,44.4009,53.51,58,0,2.3,clear sky
657,Imbituba,BR,-28.24,-48.6703,91.29,67,80,9.62,broken clouds
658,Branford,US,41.2795,-72.8151,28.45,52,0,8.01,clear sky
659,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,94,75,17.63,broken clouds
660,Gewane,ET,10.1664,40.6453,84.97,26,4,11.16,clear sky
661,Malmesbury,ZA,-33.4608,18.7271,79.77,32,21,5.68,few clouds
662,Upernavik,GL,72.7868,-56.1549,0.28,97,100,5.44,overcast clouds
663,Porto Santo,PT,33.072,-16.3415,68.31,77,20,20.71,few clouds
664,Huarmey,PE,-10.0681,-78.1522,76.82,69,17,11.7,few clouds
665,Campo Maior,BR,-4.8278,-42.1686,89.76,52,97,3.18,overcast clouds
666,Kempele,FI,64.9131,25.5034,25.12,86,100,11.5,overcast clouds
667,La Orilla,MX,17.9833,-102.2333,82.36,51,1,6.08,clear sky
668,Biltine,TD,14.5333,20.9167,72.9,13,28,16.55,scattered clouds
669,Lagoa,PT,39.05,-27.9833,58.55,79,53,17.13,broken clouds
670,Tura,IN,25.5198,90.2201,50.95,89,32,1.72,scattered clouds
671,Poquoson,US,37.1224,-76.3458,42.04,45,40,17.27,scattered clouds
672,Xining,CN,36.6167,101.7667,12.43,91,100,2.95,light snow
673,Grakhovo,RU,56.0502,51.9676,21.96,98,100,5.53,overcast clouds
674,Say,NE,13.1007,2.3689,84.76,11,2,9.6,clear sky
675,Willowmore,ZA,-33.2926,23.4895,68.65,69,7,20.22,clear sky
676,Andenes,NO,69.3143,16.1194,33.08,74,98,30.8,light snow
677,Broken Hill,AU,-31.95,141.4333,69.51,40,5,12.66,clear sky
678,Balykshi,KZ,47.0667,51.8667,30.2,86,75,24.61,mist
679,Katsuura,JP,35.1333,140.3,33.91,39,51,4.09,broken clouds
680,Adrar,MR,20.5022,-10.0711,82.71,6,34,8.34,scattered clouds
681,Severnoye,RU,56.3491,78.3619,12.51,85,100,7.18,overcast clouds
682,Srivardhan,IN,18.0333,73.0167,69.17,72,5,5.1,clear sky
683,Tondano,ID,1.3038,124.9112,67.23,96,100,2.33,overcast clouds
684,Tongliao,CN,43.6125,122.2653,-0.31,86,36,7.27,scattered clouds
685,Sosnogorsk,RU,63.6023,53.8817,-9.15,100,69,2.51,broken clouds
686,Rochester,US,43.1548,-77.6156,18.03,67,20,3.0,snow
687,Barra Do Corda,BR,-5.5,-45.25,83.46,72,100,4.18,overcast clouds
688,Zhaotong,CN,27.3167,103.7167,32.61,94,89,6.26,overcast clouds
689,Panacan,PH,9.2463,118.4082,78.31,85,93,19.01,overcast clouds
690,Gao,ML,16.6362,1.637,72.37,9,0,10.89,clear sky
691,Bo Phloi,TH,14.3236,99.5161,81.32,59,90,0.69,light rain
692,Along,IN,28.1667,94.7667,46.96,97,98,1.97,light rain
693,Krasnoborsk,RU,61.5598,45.934,-3.87,100,76,3.47,broken clouds
694,Aguilas,ES,37.4063,-1.5829,64.2,74,97,13.65,overcast clouds
695,Ambanja,MG,-13.6833,48.45,73.09,91,100,2.55,light rain
696,Abha,SA,18.2164,42.5053,57.02,82,20,4.61,few clouds
697,Augusto Correa,BR,-1.0217,-46.635,79.21,86,100,5.28,light rain
